"","Indicator","dataset","iso3","subset","year","group","question","answer","value","Indicator_Id"
"21114","Electoral Democracies-FH-Total","FH","KHM","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21115","Electoral Democracies-FH-Total","FH","CMR","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21116","Electoral Democracies-FH-Total","FH","CAN","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21117","Electoral Democracies-FH-Total","FH","CPV","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21118","Electoral Democracies-FH-Total","FH","CAF","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21119","Electoral Democracies-FH-Total","FH","TCD","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21120","Electoral Democracies-FH-Total","FH","CHL","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21121","Electoral Democracies-FH-Total","FH","CHN","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21122","Electoral Democracies-FH-Total","FH","COL","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21123","Electoral Democracies-FH-Total","FH","COM","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21124","Electoral Democracies-FH-Total","FH","CRI","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21125","Electoral Democracies-FH-Total","FH","CIV","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21126","Electoral Democracies-FH-Total","FH","HRV","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21127","Electoral Democracies-FH-Total","FH","CUB","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21128","Electoral Democracies-FH-Total","FH","CYP","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21129","Electoral Democracies-FH-Total","FH","CZE","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21130","Electoral Democracies-FH-Total","FH","DNK","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21131","Electoral Democracies-FH-Total","FH","DJI","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21132","Electoral Democracies-FH-Total","FH","DMA","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21133","Electoral Democracies-FH-Total","FH","DOM","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21134","Electoral Democracies-FH-Total","FH","ECU","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21135","Electoral Democracies-FH-Total","FH","EGY","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21136","Electoral Democracies-FH-Total","FH","SLV","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21137","Electoral Democracies-FH-Total","FH","GNQ","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21138","Electoral Democracies-FH-Total","FH","ERI","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21139","Electoral Democracies-FH-Total","FH","EST","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21140","Electoral Democracies-FH-Total","FH","ETH","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21141","Electoral Democracies-FH-Total","FH","FJI","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21142","Electoral Democracies-FH-Total","FH","FIN","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21143","Electoral Democracies-FH-Total","FH","FRA","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21144","Electoral Democracies-FH-Total","FH","GAB","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21145","Electoral Democracies-FH-Total","FH","GMB","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21146","Electoral Democracies-FH-Total","FH","GEO","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21147","Electoral Democracies-FH-Total","FH","DEU","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21148","Electoral Democracies-FH-Total","FH","GHA","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21149","Electoral Democracies-FH-Total","FH","GRC","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21150","Electoral Democracies-FH-Total","FH","GRD","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21151","Electoral Democracies-FH-Total","FH","GTM","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21152","Electoral Democracies-FH-Total","FH","GIN","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21153","Electoral Democracies-FH-Total","FH","GNB","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21154","Electoral Democracies-FH-Total","FH","GUY","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21155","Electoral Democracies-FH-Total","FH","HTI","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21156","Electoral Democracies-FH-Total","FH","HND","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21157","Electoral Democracies-FH-Total","FH","HUN","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21158","Electoral Democracies-FH-Total","FH","ISL","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21159","Electoral Democracies-FH-Total","FH","IND","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21160","Electoral Democracies-FH-Total","FH","IDN","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21161","Electoral Democracies-FH-Total","FH","IRN","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21162","Electoral Democracies-FH-Total","FH","IRQ","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21163","Electoral Democracies-FH-Total","FH","IRL","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21164","Electoral Democracies-FH-Total","FH","ISR","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21165","Electoral Democracies-FH-Total","FH","ITA","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21166","Electoral Democracies-FH-Total","FH","JAM","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21167","Electoral Democracies-FH-Total","FH","JPN","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21168","Electoral Democracies-FH-Total","FH","JOR","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21169","Electoral Democracies-FH-Total","FH","KAZ","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21170","Electoral Democracies-FH-Total","FH","KEN","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21171","Electoral Democracies-FH-Total","FH","KIR","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21172","Electoral Democracies-FH-Total","FH","KSV","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21173","Electoral Democracies-FH-Total","FH","KWT","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21174","Electoral Democracies-FH-Total","FH","KGZ","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21175","Electoral Democracies-FH-Total","FH","LAO","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21176","Electoral Democracies-FH-Total","FH","LVA","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21177","Electoral Democracies-FH-Total","FH","LBN","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21178","Electoral Democracies-FH-Total","FH","LSO","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21179","Electoral Democracies-FH-Total","FH","LBR","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21180","Electoral Democracies-FH-Total","FH","LBY","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21181","Electoral Democracies-FH-Total","FH","LIE","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21182","Electoral Democracies-FH-Total","FH","LTU","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21183","Electoral Democracies-FH-Total","FH","LUX","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21184","Electoral Democracies-FH-Total","FH","MKD","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21185","Electoral Democracies-FH-Total","FH","MDG","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21186","Electoral Democracies-FH-Total","FH","MWI","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21187","Electoral Democracies-FH-Total","FH","MYS","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21188","Electoral Democracies-FH-Total","FH","MDV","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21189","Electoral Democracies-FH-Total","FH","MLI","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21190","Electoral Democracies-FH-Total","FH","MLT","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21191","Electoral Democracies-FH-Total","FH","MHL","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21192","Electoral Democracies-FH-Total","FH","MRT","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21193","Electoral Democracies-FH-Total","FH","MUS","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21194","Electoral Democracies-FH-Total","FH","MEX","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21195","Electoral Democracies-FH-Total","FH","FSM","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21196","Electoral Democracies-FH-Total","FH","MDA","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21197","Electoral Democracies-FH-Total","FH","MCO","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21198","Electoral Democracies-FH-Total","FH","MNG","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21199","Electoral Democracies-FH-Total","FH","MNE","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21200","Electoral Democracies-FH-Total","FH","MAR","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21201","Electoral Democracies-FH-Total","FH","MOZ","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21202","Electoral Democracies-FH-Total","FH","MMR","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21203","Electoral Democracies-FH-Total","FH","NAM","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21204","Electoral Democracies-FH-Total","FH","NRU","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21205","Electoral Democracies-FH-Total","FH","NPL","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21206","Electoral Democracies-FH-Total","FH","NLD","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21207","Electoral Democracies-FH-Total","FH","NZL","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21208","Electoral Democracies-FH-Total","FH","NIC","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21209","Electoral Democracies-FH-Total","FH","NER","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21210","Electoral Democracies-FH-Total","FH","NGA","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21211","Electoral Democracies-FH-Total","FH","PRK","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21212","Electoral Democracies-FH-Total","FH","NOR","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21213","Electoral Democracies-FH-Total","FH","OMN","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21214","Electoral Democracies-FH-Total","FH","PAK","All",2009,"Electoral Democracies","Electoral Democracies","Total",0,"1-FH-Total"
"21215","Electoral Democracies-FH-Total","FH","PLW","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
"21216","Electoral Democracies-FH-Total","FH","PAN","All",2009,"Electoral Democracies","Electoral Democracies","Total",1,"1-FH-Total"
